"Class","NCells","State","County"
"37",66002,"AL","Blount County"
"43",3,"AL","Blount County"
"46",40,"AL","Blount County"
"48",77,"AL","Blount County"
"53",12,"AL","Blount County"
"58",1,"AL","Blount County"
"59",65,"AL","Blount County"
"61",801,"AL","Blount County"
"68",1,"AL","Blount County"
"70",48,"AL","Blount County"
"74",10,"AL","Blount County"
"111",20860,"AL","Blount County"
"121",90224,"AL","Blount County"
"122",22279,"AL","Blount County"
"123",6691,"AL","Blount County"
"124",1488,"AL","Blount County"
"131",5559,"AL","Blount County"
"141",777896,"AL","Blount County"
"142",202195,"AL","Blount County"
"143",46783,"AL","Blount County"
"152",168731,"AL","Blount County"
"176",427312,"AL","Blount County"
"190",5809,"AL","Blount County"
"195",155,"AL","Blount County"
"205",11,"AL","Blount County"
"209",1,"AL","Blount County"
"222",9,"AL","Blount County"
"229",3,"AL","Blount County"
"236",13,"AL","Blount County"
"240",44,"AL","Blount County"
"1",2217,"AL","Bullock County"
"2",3073,"AL","Bullock County"
"4",897,"AL","Bullock County"
"5",8379,"AL","Bullock County"
"6",14,"AL","Bullock County"
"10",2769,"AL","Bullock County"
"24",2309,"AL","Bullock County"
"26",24,"AL","Bullock County"
"27",3991,"AL","Bullock County"
"28",9904,"AL","Bullock County"
"29",124,"AL","Bullock County"
"37",50469,"AL","Bullock County"
"44",5,"AL","Bullock County"
"48",6,"AL","Bullock County"
"50",1,"AL","Bullock County"
"57",420,"AL","Bullock County"
"58",8,"AL","Bullock County"
"59",3278,"AL","Bullock County"
"61",22581,"AL","Bullock County"
"68",2,"AL","Bullock County"
"74",1102,"AL","Bullock County"
"92",23,"AL","Bullock County"
"111",21163,"AL","Bullock County"
"121",59756,"AL","Bullock County"
"122",7364,"AL","Bullock County"
"123",1401,"AL","Bullock County"
"124",347,"AL","Bullock County"
"131",526,"AL","Bullock County"
"141",371621,"AL","Bullock County"
"142",547851,"AL","Bullock County"
"143",136632,"AL","Bullock County"
"152",307351,"AL","Bullock County"
"176",133606,"AL","Bullock County"
"190",105349,"AL","Bullock County"
"195",2266,"AL","Bullock County"
"205",4,"AL","Bullock County"
"226",37,"AL","Bullock County"
"238",28,"AL","Bullock County"
"240",12,"AL","Bullock County"
"1",7652,"AL","Butler County"
"2",6943,"AL","Butler County"
"4",81,"AL","Butler County"
"5",3864,"AL","Butler County"
"6",9,"AL","Butler County"
"10",4230,"AL","Butler County"
"24",251,"AL","Butler County"
"26",916,"AL","Butler County"
"27",8,"AL","Butler County"
"28",77,"AL","Butler County"
"29",73,"AL","Butler County"
"37",70316,"AL","Butler County"
"48",6,"AL","Butler County"
"53",3,"AL","Butler County"
"59",142,"AL","Butler County"
"61",6566,"AL","Butler County"
"74",453,"AL","Butler County"
"111",9152,"AL","Butler County"
"121",89294,"AL","Butler County"
"122",11389,"AL","Butler County"
"123",3244,"AL","Butler County"
"124",891,"AL","Butler County"
"131",586,"AL","Butler County"
"141",676400,"AL","Butler County"
"142",885602,"AL","Butler County"
"143",54300,"AL","Butler County"
"152",273110,"AL","Butler County"
"176",69345,"AL","Butler County"
"190",63164,"AL","Butler County"
"195",297,"AL","Butler County"
"222",4,"AL","Butler County"
"226",11,"AL","Butler County"
"229",3,"AL","Butler County"
"238",1,"AL","Butler County"
"1",5672,"AL","Calhoun County"
"2",15614,"AL","Calhoun County"
"4",88,"AL","Calhoun County"
"5",16855,"AL","Calhoun County"
"24",182,"AL","Calhoun County"
"26",5567,"AL","Calhoun County"
"27",9,"AL","Calhoun County"
"28",8,"AL","Calhoun County"
"29",39,"AL","Calhoun County"
"31",3,"AL","Calhoun County"
"36",2,"AL","Calhoun County"
"37",36950,"AL","Calhoun County"
"48",21,"AL","Calhoun County"
"53",1,"AL","Calhoun County"
"59",76,"AL","Calhoun County"
"61",4987,"AL","Calhoun County"
"70",4,"AL","Calhoun County"
"74",7,"AL","Calhoun County"
"111",19273,"AL","Calhoun County"
"121",173114,"AL","Calhoun County"
"122",63481,"AL","Calhoun County"
"123",22159,"AL","Calhoun County"
"124",7781,"AL","Calhoun County"
"131",5277,"AL","Calhoun County"
"141",711225,"AL","Calhoun County"
"142",329238,"AL","Calhoun County"
"143",53537,"AL","Calhoun County"
"152",113845,"AL","Calhoun County"
"176",182963,"AL","Calhoun County"
"190",3232,"AL","Calhoun County"
"195",42,"AL","Calhoun County"
"209",4,"AL","Calhoun County"
"222",2,"AL","Calhoun County"
"240",1,"AL","Calhoun County"
"1",3305,"AL","Chambers County"
"2",2025,"AL","Chambers County"
"4",62,"AL","Chambers County"
"5",560,"AL","Chambers County"
"6",97,"AL","Chambers County"
"10",109,"AL","Chambers County"
"24",70,"AL","Chambers County"
"26",52,"AL","Chambers County"
"27",56,"AL","Chambers County"
"28",136,"AL","Chambers County"
"29",10,"AL","Chambers County"
"37",39651,"AL","Chambers County"
"42",40,"AL","Chambers County"
"46",1,"AL","Chambers County"
"48",5,"AL","Chambers County"
"57",7,"AL","Chambers County"
"59",58,"AL","Chambers County"
"61",921,"AL","Chambers County"
"74",24,"AL","Chambers County"
"111",23552,"AL","Chambers County"
"121",76644,"AL","Chambers County"
"122",21182,"AL","Chambers County"
"123",4445,"AL","Chambers County"
"124",1202,"AL","Chambers County"
"131",2633,"AL","Chambers County"
"141",581620,"AL","Chambers County"
"142",579367,"AL","Chambers County"
"143",734,"AL","Chambers County"
"152",192602,"AL","Chambers County"
"176",183499,"AL","Chambers County"
"190",17429,"AL","Chambers County"
"195",74,"AL","Chambers County"
"226",28,"AL","Chambers County"
"238",201,"AL","Chambers County"
"240",1,"AL","Chambers County"
"1",12817,"AL","Cherokee County"
"2",69438,"AL","Cherokee County"
"4",451,"AL","Cherokee County"
"5",74311,"AL","Cherokee County"
"10",2,"AL","Cherokee County"
"12",22,"AL","Cherokee County"
"24",369,"AL","Cherokee County"
"26",19572,"AL","Cherokee County"
"27",96,"AL","Cherokee County"
"28",6,"AL","Cherokee County"
"29",301,"AL","Cherokee County"
"31",17,"AL","Cherokee County"
"36",2,"AL","Cherokee County"
"37",26848,"AL","Cherokee County"
"42",19,"AL","Cherokee County"
"46",5,"AL","Cherokee County"
"48",24,"AL","Cherokee County"
"53",7,"AL","Cherokee County"
"59",852,"AL","Cherokee County"
"61",9908,"AL","Cherokee County"
"67",2,"AL","Cherokee County"
"70",15,"AL","Cherokee County"
"74",6,"AL","Cherokee County"
"111",135030,"AL","Cherokee County"
"121",70029,"AL","Cherokee County"
"122",18476,"AL","Cherokee County"
"123",4554,"AL","Cherokee County"
"124",1398,"AL","Cherokee County"
"131",2107,"AL","Cherokee County"
"141",496140,"AL","Cherokee County"
"142",373676,"AL","Cherokee County"
"143",100254,"AL","Cherokee County"
"152",115183,"AL","Cherokee County"
"176",183860,"AL","Cherokee County"
"190",9565,"AL","Cherokee County"
"195",133,"AL","Cherokee County"
"222",3,"AL","Cherokee County"
"236",1,"AL","Cherokee County"
"1",2279,"AL","Chilton County"
"2",3988,"AL","Chilton County"
"4",66,"AL","Chilton County"
"5",6524,"AL","Chilton County"
"6",53,"AL","Chilton County"
"10",63,"AL","Chilton County"
"12",112,"AL","Chilton County"
"24",28,"AL","Chilton County"
"26",1524,"AL","Chilton County"
"28",5,"AL","Chilton County"
"29",33,"AL","Chilton County"
"31",1,"AL","Chilton County"
"36",8,"AL","Chilton County"
"37",34605,"AL","Chilton County"
"48",148,"AL","Chilton County"
"53",630,"AL","Chilton County"
"59",223,"AL","Chilton County"
"61",1158,"AL","Chilton County"
"67",28,"AL","Chilton County"
"68",24,"AL","Chilton County"
"74",117,"AL","Chilton County"
"111",23862,"AL","Chilton County"
"121",87396,"AL","Chilton County"
"122",20987,"AL","Chilton County"
"123",6881,"AL","Chilton County"
"124",1738,"AL","Chilton County"
"131",4657,"AL","Chilton County"
"141",746432,"AL","Chilton County"
"142",484312,"AL","Chilton County"
"143",64969,"AL","Chilton County"
"152",274027,"AL","Chilton County"
"176",244217,"AL","Chilton County"
"190",3939,"AL","Chilton County"
"195",183,"AL","Chilton County"
"209",1,"AL","Chilton County"
"222",39,"AL","Chilton County"
"229",17,"AL","Chilton County"
"1",317,"AL","Choctaw County"
"2",2337,"AL","Choctaw County"
"4",2,"AL","Choctaw County"
"5",486,"AL","Choctaw County"
"6",1,"AL","Choctaw County"
"10",22,"AL","Choctaw County"
"24",25,"AL","Choctaw County"
"26",8,"AL","Choctaw County"
"28",11,"AL","Choctaw County"
"29",14,"AL","Choctaw County"
"37",6274,"AL","Choctaw County"
"59",17,"AL","Choctaw County"
"61",2381,"AL","Choctaw County"
"74",23,"AL","Choctaw County"
"92",10,"AL","Choctaw County"
"111",27858,"AL","Choctaw County"
"121",78807,"AL","Choctaw County"
"122",4325,"AL","Choctaw County"
"123",2107,"AL","Choctaw County"
"124",596,"AL","Choctaw County"
"131",1121,"AL","Choctaw County"
"141",446736,"AL","Choctaw County"
"142",918554,"AL","Choctaw County"
"143",355380,"AL","Choctaw County"
"152",401594,"AL","Choctaw County"
"176",110823,"AL","Choctaw County"
"190",285405,"AL","Choctaw County"
"195",508,"AL","Choctaw County"
"212",15,"AL","Choctaw County"
"226",2,"AL","Choctaw County"
"238",8,"AL","Choctaw County"
"242",2,"AL","Choctaw County"
"1",771,"AL","Clarke County"
"2",2476,"AL","Clarke County"
"4",143,"AL","Clarke County"
"5",529,"AL","Clarke County"
"6",19,"AL","Clarke County"
"10",1292,"AL","Clarke County"
"23",1,"AL","Clarke County"
"24",51,"AL","Clarke County"
"26",81,"AL","Clarke County"
"28",25,"AL","Clarke County"
"29",167,"AL","Clarke County"
"37",11249,"AL","Clarke County"
"46",40,"AL","Clarke County"
"47",1,"AL","Clarke County"
"53",3,"AL","Clarke County"
"59",54,"AL","Clarke County"
"61",3124,"AL","Clarke County"
"74",244,"AL","Clarke County"
"92",2,"AL","Clarke County"
"111",48084,"AL","Clarke County"
"121",95164,"AL","Clarke County"
"122",8456,"AL","Clarke County"
"123",4455,"AL","Clarke County"
"124",1542,"AL","Clarke County"
"131",4137,"AL","Clarke County"
"141",353646,"AL","Clarke County"
"142",1310275,"AL","Clarke County"
"143",489485,"AL","Clarke County"
"152",516722,"AL","Clarke County"
"176",157065,"AL","Clarke County"
"190",593624,"AL","Clarke County"
"195",7258,"AL","Clarke County"
"212",6,"AL","Clarke County"
"226",5,"AL","Clarke County"
"236",1,"AL","Clarke County"
"238",27,"AL","Clarke County"
"1",2705,"AL","Clay County"
"2",134,"AL","Clay County"
"4",9,"AL","Clay County"
"5",976,"AL","Clay County"
"10",1,"AL","Clay County"
"24",13,"AL","Clay County"
"26",130,"AL","Clay County"
"27",18,"AL","Clay County"
"28",1,"AL","Clay County"
"29",6,"AL","Clay County"
"31",1,"AL","Clay County"
"37",20340,"AL","Clay County"
"42",2,"AL","Clay County"
"43",3,"AL","Clay County"
"48",3,"AL","Clay County"
"53",8,"AL","Clay County"
"59",3,"AL","Clay County"
"61",361,"AL","Clay County"
"67",1,"AL","Clay County"
"74",12,"AL","Clay County"
"111",6116,"AL","Clay County"
"121",58565,"AL","Clay County"
"122",2398,"AL","Clay County"
"123",1137,"AL","Clay County"
"124",369,"AL","Clay County"
"131",1780,"AL","Clay County"
"141",912833,"AL","Clay County"
"142",482313,"AL","Clay County"
"143",985,"AL","Clay County"
"152",101639,"AL","Clay County"
"176",153852,"AL","Clay County"
"190",396,"AL","Clay County"
"195",38,"AL","Clay County"
"222",2,"AL","Clay County"
"1",4933,"AL","Cleburne County"
"2",244,"AL","Cleburne County"
"4",368,"AL","Cleburne County"
"5",1084,"AL","Cleburne County"
"10",6,"AL","Cleburne County"
"24",11,"AL","Cleburne County"
"26",85,"AL","Cleburne County"
"27",251,"AL","Cleburne County"
"28",77,"AL","Cleburne County"
"29",78,"AL","Cleburne County"
"37",15744,"AL","Cleburne County"
"42",6,"AL","Cleburne County"
"48",2,"AL","Cleburne County"
"59",8,"AL","Cleburne County"
"61",379,"AL","Cleburne County"
"111",6593,"AL","Cleburne County"
"121",57977,"AL","Cleburne County"
"122",8604,"AL","Cleburne County"
"123",2183,"AL","Cleburne County"
"124",358,"AL","Cleburne County"
"131",1693,"AL","Cleburne County"
"141",763733,"AL","Cleburne County"
"142",508315,"AL","Cleburne County"
"143",9838,"AL","Cleburne County"
"152",101098,"AL","Cleburne County"
"176",132493,"AL","Cleburne County"
"190",560,"AL","Cleburne County"
"195",71,"AL","Cleburne County"
"1",31967,"AL","Coffee County"
"2",74387,"AL","Coffee County"
"4",1974,"AL","Coffee County"
"5",29614,"AL","Coffee County"
"6",3,"AL","Coffee County"
"10",59542,"AL","Coffee County"
"23",1,"AL","Coffee County"
"24",1416,"AL","Coffee County"
"26",132,"AL","Coffee County"
"27",257,"AL","Coffee County"
"28",5743,"AL","Coffee County"
"29",7491,"AL","Coffee County"
"37",141517,"AL","Coffee County"
"48",4,"AL","Coffee County"
"50",23,"AL","Coffee County"
"53",22,"AL","Coffee County"
"57",25,"AL","Coffee County"
"58",20,"AL","Coffee County"
"59",1680,"AL","Coffee County"
"61",18471,"AL","Coffee County"
"67",18,"AL","Coffee County"
"74",1176,"AL","Coffee County"
"92",24,"AL","Coffee County"
"111",16309,"AL","Coffee County"
"121",96798,"AL","Coffee County"
"122",20871,"AL","Coffee County"
"123",7411,"AL","Coffee County"
"124",2331,"AL","Coffee County"
"131",247,"AL","Coffee County"
"141",215610,"AL","Coffee County"
"142",590905,"AL","Coffee County"
"143",174979,"AL","Coffee County"
"152",326142,"AL","Coffee County"
"176",68833,"AL","Coffee County"
"190",60563,"AL","Coffee County"
"195",1263,"AL","Coffee County"
"205",114,"AL","Coffee County"
"225",3,"AL","Coffee County"
"226",214,"AL","Coffee County"
"236",3,"AL","Coffee County"
"238",425,"AL","Coffee County"
"240",24,"AL","Coffee County"
"242",5,"AL","Coffee County"
"1",86651,"AL","Colbert County"
"2",14383,"AL","Colbert County"
"4",1295,"AL","Colbert County"
"5",41667,"AL","Colbert County"
"10",107,"AL","Colbert County"
"24",1889,"AL","Colbert County"
"26",84583,"AL","Colbert County"
"28",1,"AL","Colbert County"
"29",4,"AL","Colbert County"
"31",14,"AL","Colbert County"
"37",17687,"AL","Colbert County"
"48",1,"AL","Colbert County"
"58",15,"AL","Colbert County"
"59",342,"AL","Colbert County"
"61",1214,"AL","Colbert County"
"67",3,"AL","Colbert County"
"68",1,"AL","Colbert County"
"74",2,"AL","Colbert County"
"92",13,"AL","Colbert County"
"111",93204,"AL","Colbert County"
"121",89990,"AL","Colbert County"
"122",39876,"AL","Colbert County"
"123",14924,"AL","Colbert County"
"124",5408,"AL","Colbert County"
"131",4091,"AL","Colbert County"
"141",710904,"AL","Colbert County"
"142",114923,"AL","Colbert County"
"143",25505,"AL","Colbert County"
"152",208555,"AL","Colbert County"
"176",218715,"AL","Colbert County"
"190",26530,"AL","Colbert County"
"195",117,"AL","Colbert County"
"236",33,"AL","Colbert County"
"1",5699,"AL","Conecuh County"
"2",35244,"AL","Conecuh County"
"4",171,"AL","Conecuh County"
"5",3440,"AL","Conecuh County"
"6",14,"AL","Conecuh County"
"10",8478,"AL","Conecuh County"
"24",947,"AL","Conecuh County"
"26",86,"AL","Conecuh County"
"27",702,"AL","Conecuh County"
"28",379,"AL","Conecuh County"
"29",206,"AL","Conecuh County"
"37",69542,"AL","Conecuh County"
"48",12,"AL","Conecuh County"
"59",195,"AL","Conecuh County"
"61",3110,"AL","Conecuh County"
"67",1,"AL","Conecuh County"
"74",392,"AL","Conecuh County"
"111",8992,"AL","Conecuh County"
"121",67774,"AL","Conecuh County"
"122",7880,"AL","Conecuh County"
"123",1777,"AL","Conecuh County"
"124",494,"AL","Conecuh County"
"131",2540,"AL","Conecuh County"
"141",431197,"AL","Conecuh County"
"142",1084165,"AL","Conecuh County"
"143",128815,"AL","Conecuh County"
"152",369946,"AL","Conecuh County"
"176",136544,"AL","Conecuh County"
"190",94599,"AL","Conecuh County"
"195",708,"AL","Conecuh County"
"209",5,"AL","Conecuh County"
"222",1,"AL","Conecuh County"
"226",2,"AL","Conecuh County"
"229",4,"AL","Conecuh County"
"236",11,"AL","Conecuh County"
"238",9,"AL","Conecuh County"
"1",450,"AL","Coosa County"
"2",313,"AL","Coosa County"
"4",9,"AL","Coosa County"
"5",1218,"AL","Coosa County"
"6",2,"AL","Coosa County"
"24",2,"AL","Coosa County"
"26",71,"AL","Coosa County"
"28",1,"AL","Coosa County"
"29",8,"AL","Coosa County"
"37",5799,"AL","Coosa County"
"48",5,"AL","Coosa County"
"53",9,"AL","Coosa County"
"59",3,"AL","Coosa County"
"61",236,"AL","Coosa County"
"74",5,"AL","Coosa County"
"111",52671,"AL","Coosa County"
"121",79140,"AL","Coosa County"
"122",3574,"AL","Coosa County"
"123",738,"AL","Coosa County"
"124",85,"AL","Coosa County"
"131",1475,"AL","Coosa County"
"141",865244,"AL","Coosa County"
"142",655449,"AL","Coosa County"
"143",11471,"AL","Coosa County"
"152",162910,"AL","Coosa County"
"176",84242,"AL","Coosa County"
"190",1398,"AL","Coosa County"
"195",53,"AL","Coosa County"
"229",1,"AL","Coosa County"
"1",20938,"AL","Covington County"
"2",83191,"AL","Covington County"
"4",434,"AL","Covington County"
"5",21937,"AL","Covington County"
"6",28,"AL","Covington County"
"10",29752,"AL","Covington County"
"24",589,"AL","Covington County"
"26",100,"AL","Covington County"
"27",406,"AL","Covington County"
"28",655,"AL","Covington County"
"29",2341,"AL","Covington County"
"37",119867,"AL","Covington County"
"48",15,"AL","Covington County"
"50",1,"AL","Covington County"
"53",12,"AL","Covington County"
"57",125,"AL","Covington County"
"58",146,"AL","Covington County"
"59",3942,"AL","Covington County"
"61",28718,"AL","Covington County"
"67",27,"AL","Covington County"
"74",2797,"AL","Covington County"
"92",1,"AL","Covington County"
"111",35649,"AL","Covington County"
"121",141290,"AL","Covington County"
"122",21524,"AL","Covington County"
"123",5629,"AL","Covington County"
"124",1883,"AL","Covington County"
"131",933,"AL","Covington County"
"141",310781,"AL","Covington County"
"142",1249145,"AL","Covington County"
"143",243193,"AL","Covington County"
"152",397594,"AL","Covington County"
"176",184391,"AL","Covington County"
"190",101775,"AL","Covington County"
"195",1203,"AL","Covington County"
"205",9,"AL","Covington County"
"209",9,"AL","Covington County"
"222",9,"AL","Covington County"
"225",3,"AL","Covington County"
"226",462,"AL","Covington County"
"229",6,"AL","Covington County"
"236",13,"AL","Covington County"
"240",13,"AL","Covington County"
"242",5,"AL","Covington County"
"1",9218,"AL","Crenshaw County"
"2",5304,"AL","Crenshaw County"
"4",203,"AL","Crenshaw County"
"5",7354,"AL","Crenshaw County"
"6",68,"AL","Crenshaw County"
"10",5301,"AL","Crenshaw County"
"24",2101,"AL","Crenshaw County"
"26",886,"AL","Crenshaw County"
"27",114,"AL","Crenshaw County"
"28",369,"AL","Crenshaw County"
"29",162,"AL","Crenshaw County"
"37",87060,"AL","Crenshaw County"
"48",17,"AL","Crenshaw County"
"58",216,"AL","Crenshaw County"
"59",68,"AL","Crenshaw County"
"61",10788,"AL","Crenshaw County"
"68",1,"AL","Crenshaw County"
"74",551,"AL","Crenshaw County"
"92",15,"AL","Crenshaw County"
"111",10149,"AL","Crenshaw County"
"121",70198,"AL","Crenshaw County"
"122",7003,"AL","Crenshaw County"
"123",1384,"AL","Crenshaw County"
"124",306,"AL","Crenshaw County"
"131",344,"AL","Crenshaw County"
"141",534989,"AL","Crenshaw County"
"142",518493,"AL","Crenshaw County"
"143",47481,"AL","Crenshaw County"
"152",258037,"AL","Crenshaw County"
"176",83828,"AL","Crenshaw County"
"190",93296,"AL","Crenshaw County"
"195",244,"AL","Crenshaw County"
"222",4,"AL","Crenshaw County"
"226",308,"AL","Crenshaw County"
"229",5,"AL","Crenshaw County"
"236",160,"AL","Crenshaw County"
"240",2,"AL","Crenshaw County"
"1",13605,"AL","Cullman County"
"2",2904,"AL","Cullman County"
"4",705,"AL","Cullman County"
"5",48881,"AL","Cullman County"
"10",26,"AL","Cullman County"
"24",300,"AL","Cullman County"
"26",7816,"AL","Cullman County"
"27",1,"AL","Cullman County"
"28",1,"AL","Cullman County"
"29",84,"AL","Cullman County"
"31",44,"AL","Cullman County"
"36",64,"AL","Cullman County"
"37",56680,"AL","Cullman County"
"43",34,"AL","Cullman County"
"46",2369,"AL","Cullman County"
"48",125,"AL","Cullman County"
"58",7,"AL","Cullman County"
"59",100,"AL","Cullman County"
"61",541,"AL","Cullman County"
"68",3,"AL","Cullman County"
"70",2,"AL","Cullman County"
"74",9,"AL","Cullman County"
"111",48952,"AL","Cullman County"
"121",121456,"AL","Cullman County"
"122",47493,"AL","Cullman County"
"123",17126,"AL","Cullman County"
"124",5741,"AL","Cullman County"
"131",4432,"AL","Cullman County"
"141",729862,"AL","Cullman County"
"142",184023,"AL","Cullman County"
"143",48056,"AL","Cullman County"
"152",220126,"AL","Cullman County"
"176",599255,"AL","Cullman County"
"190",7557,"AL","Cullman County"
"195",312,"AL","Cullman County"
"205",30,"AL","Cullman County"
"222",11,"AL","Cullman County"
"229",3,"AL","Cullman County"
"236",105,"AL","Cullman County"
"240",23,"AL","Cullman County"
"242",1,"AL","Cullman County"
"1",7199,"AL","Dale County"
"2",56397,"AL","Dale County"
"4",1682,"AL","Dale County"
"5",2072,"AL","Dale County"
"6",2,"AL","Dale County"
"10",48497,"AL","Dale County"
"23",3,"AL","Dale County"
"24",1087,"AL","Dale County"
"26",64,"AL","Dale County"
"27",17963,"AL","Dale County"
"28",9189,"AL","Dale County"
"29",1441,"AL","Dale County"
"37",74731,"AL","Dale County"
"44",90,"AL","Dale County"
"48",9,"AL","Dale County"
"50",78,"AL","Dale County"
"57",112,"AL","Dale County"
"58",53,"AL","Dale County"
"59",2316,"AL","Dale County"
"61",63794,"AL","Dale County"
"74",676,"AL","Dale County"
"111",11099,"AL","Dale County"
"121",81031,"AL","Dale County"
"122",25734,"AL","Dale County"
"123",10334,"AL","Dale County"
"124",4158,"AL","Dale County"
"131",236,"AL","Dale County"
"141",297173,"AL","Dale County"
"142",476867,"AL","Dale County"
"143",59796,"AL","Dale County"
"152",279376,"AL","Dale County"
"176",19513,"AL","Dale County"
"190",66579,"AL","Dale County"
"195",828,"AL","Dale County"
"205",99,"AL","Dale County"
"225",4,"AL","Dale County"
"226",3,"AL","Dale County"
